tweet,label
" ""Halo mimin @gojekindonesia boleh cek DM saya. Ada complain soal gofood. Terima kasih"" ",netral
" ""hampir setahun aku ga makan seblak plis kangen bgt tapi gamau pesan lewat gofood soalnya ongkir nya mahal",negatif
" ""hujan trs jam segini :( ya gpp cmn lapar aja + kalo mo pesan gofood kasian driver nya"" ",netral
" ""Ih bodoh banget ga liat - liat mau pesan gofood chicken teriyaki malah pilih yang beef hadeh semoga enak deh soalnya kemarin teman gue bilang nggak enak",netral
" ""Ingin gofood tapi tidak tau mau gofood apa tidak gofood tapi rasanya lapar. Mau masak yg cepat tapi harus keluar https://t.co/Wq9PEfBZrR""",netral
" ""ini gue yg baru tau apa gimana tapi pesanan gofood udah nggak bisa cancel ya kejam banget harus bayar walau ngga sengaja",negatif
" ""Ini hanya perasaan atau memang gofood tambah mahal bosku kalau begini terus gue akan berhenti gofood deh takut bangkrut",negatif
" ""Ini hasil riset lho bukan kata gw . Jadinya tidak sembarangan hasil riset ini . Layanan gofood paling banyak digunakan ",netral
" ""Ini kenapa ya? Setiap mau klik pesan gofood muncul beginian udah 10 kali coba mau pesan sarapan malah sekarang udah siang daritadi error terus orang jadi kelaparan",negatif
" ""Ini mie ayam harga asli cuma 12k di gofood jadi 18k YA ALLaH beda 6k tetapi terasa banget mahal ",negatif
" ""Ini semua karna gofood yg error dan ga bisa cancel pesanan thanks sudah mengacaukan hari gue",negatif
" ""Iya yang main gofood enak. Tapi ya  Menyelesaikan satu pesanan aja kadang sampe 1 jam karena lama di resto https://t.co/XVwbQFOwK9"" ",positif
" ""Jadi driver gofood harus extra sabar apalagi sama konsumen yg bilang titik jemputnya tepat tapi ternyata titik nya juga salah kadang kan jadi sebal",netral
" ""jadi pengen gofood dimsumnya mie setan tetapi hujan:( kalau hujan biasanya harga naik sedih",negatif
" ""jadi tadi mager banget nyari makan di luar. gofood jg pilihannya itu itu aja jadi buat bosan mana harganya mahal lagi https://t.co/R4Z2yRiYTb""",negatif
" ""Jam set 10 pulang naik goride eh dapat driver yg baik dan seru bgt bagi2 pengalaman jg. Pdhl sblmnya udh suudzon krn penampilannya yang agak berantakan https://t.co/24Dz3L6C8b""",positif
" ""jangan makan di restoran kita di tengah pandemi pesan gofood aja akan ada driver yang akan mengantarkan makanan tetap dengan kebersihan dan protokol yang taat",positif
" ""Jd pengen beli katsu. tetapi bukan hokben. Biasa beli yg di Serengan via gofood. Jd ketagihan gara2 mba koas fakultas kedokteran setelah gue coba memang enak banget sih parah",positif
" ""Jelas jelas di menu gofood sama struknya harusnya dapat 2 paket jadi 4 gt malah yg datang 1. benar benar buat kesal",negatif
" ""Kabarin ya kalo ada mau catering aja soalnya. Drpd gofood tiap hari bayar ongkir mahal malah bikin bangkrut mending catering",negatif
" ""Kaga baca aturan ya gini Udah pesan gofood ternyata aturan dari kantor ngga boleh pesan dari luar hotel Untung belum ketahuan sama pihak hotel",netral
" ""Kakak gw semalam main kerumah lemas lemas ga karuan mual dan tiba tiba jam 11 malam minta seblak padahal dia ga doyan yaudah gue pesan di gofood",netral
" ""Kalau ada voucher + promo gofood gak pernah pusing mau makan apa. Minggu ini gak ada promo dan voucher yang bisa dipakai jadi mahal juga harga nya",negatif
" ""Kalau masih ngekos mah langsung buka grab food atau gofood. Kalau sekarang di rumah kalau lapar gini mending tidur.""",netral
" ""Kalau mau gofood seblak di jakarta ada rekomendasi ngga? jujur seumur hidup gw baru dua kali nyicip seblak setelah hidup 1/4 abad""",netral
" ""Kalau miskin gak usah sok - sokan gofood deh nambah dosa sana sini. Yg di makan juga gak berkah kalau kaya gini. ude44 https://t.co/BTxbcuguC9""",netral
" ""Kalau nyuruh gua pesan gofood aja gak dulu deh ongkir nya mahal sial https://t.co/ctMsYafgqR""",negatif
" ""Kalau pesan gofood pesanan kita gak sesuai request yg ada di menu komplain nya kemana ya saya kecewa banget sama gofood pesanan saya yang diantar ada banyak yang salah trrus drivernya langsung pergi gitu aja",negatif
" ""Kalo lagi di rumah tuh ya suka berpikir2 dulu mau grabfood / gofood lebih mahal ongkir nya daripada makanan nya nasib rumah jauh dr kota",negatif
" ""Kalo mau pesan gofood waktu hujan gw dilema dalam dua hal ""Kasian abang ojolnya nnti kehujanan ""Beberapa saat kemudian abang ojol datang bawa pesanan gue",netral
" ""Kalo perlu sepertinya Uninstall Gojek nih gofood nya ngawur ongkir nya mahal dan driver nya nggak ramah",negatif
" ""kalo pesan gofood boleh nitip yg lainnya ke driver nya ga si? minta mampir ke warung gt buat beli sesuatu"" ",netral
" ""Kalo sendirian di rumah bikin dilema antara masak apa gofood. Kalo masak malah banyakin cucian panci wajan piring sendok",netral
" ""Kalo udh bingung mau makan apa dan harus gofood pasti ujung2nya makan baljam https://t.co/HU2CnfvNJs"" ",netral
" ""Karena kenyamanan adalah segalanya . Itulah kenapa gofood dicintai oleh para pelanggan . @__MV_llestari__ https://t.co/MOclDrTRaB"" ",positif
" ""karena malas keluar dan ga mood juga jadi gofood udh paling benar dah pesan lewat aplikasi dan driver akan pesan makanan kita dengan baik juga diantarkan dengan protokol kesehatan yang ketat",netral
" ""Karena rata2 ongkir grab food/ gofood ke rumah itu diatas 10rb. kesal kan mending ngga usah pesan ",negatif
" ""KASIH TAU GUE KNP PISANG KEJU PAPADAY CIBADAK GA ADA DI gofood  GRABFOOD?! Kan kesal bm tapi jauh huft bener bener deh toko makanan di gofood itu harus update sih toko nya nggak lengkap",negatif
" ""kebodohan sial malam ini. pesan gofood buat dikirim ke yang jauh disana. Keburu tekan pesan. Lupa set pembayaran",netral
" ""Kebodohanku hari ini lagi liat2 gofood beliin anak2 eh ngga sengaja klik dong dan nggak bisa di cancel, sistem gojek sekarang lumayan kejam ya. Akhirnya terpaksa bayar",negatif
" ""kecewa bgt gue sama gojek saldo gopay yang gue isi banyak bisa hilang gitu aja waktu lapor ke cs nya respon nya lambat banget gue kecewa banget",negatif
" ""Kegalauan paling gak penting sejak tahun lalu adalah mau pesan makanan apa di gofood. Milih nya berjam jam ujung ujung nya nggak jadi beli",netral
" ""Kelar packing majalah dalam waktu 3 jam . Disambi twitteran scroll gofood yg akhirnya gajadi karna hujan",netral
" ""keluar ambil pesanan gofood tiba - tiba dengar suara jeritan tapi agak ketawa gitu jadi gak selera lagi mau makan""",netral
" ""Keluarga gw bar bar banget bisa bisanya di nikahan pesan gofood nasi Padang karena makanan gk keluar keluar https://t.co/mzMWavAQOF""",netral
" ""Kemana Ini Konsumen ? Dari Kemarin nih .Grabfood sama gofood Juga Sama Apa Mungkin Tanggal Tua Dan Cuaca Di Bandung mempengaruhi",netral
" ""Kemaren sempat nyoba beli Burger Bros udah lama banget pengen nyoba ini tapi baru kesampean. Promonya lumayan besar https://t.co/CLDR9ZVgM5""",positif
" ""kenapa disini mahal sih ongkir nya gue mau beli pake gofood jadi mundur liat ongkir nya"" ",negatif
" ""kenapa gua selalu dapat voucher goride/ gocar gua butuhnya gofood tolong lah jek kasih lah",netral
" ""Kenapa ya vocer gojek gua pada ilang gue jadi kesal kalo begini soalnya semua vouchernya hilang ini gojek kenapa sih",negatif
" ""Keren! Berdasarkan hasil riset gofood memimpin layanan pesan antar . Selamat untuk gofood . Selalu menjadi andalan https://t.co/QoJ3W21jYm"" ",positif
" ""kesal banget burjo dekat kos nggak buka kan aku jadi bingung makan apa malas gofood karena ongkir nya mahal:((""",negatif
" ""ketika gofood di lombok gak ada menarik yg aku lakukan ubah delivery location jd ke pos 2 dan muncul lah segala kenikmatan",netral
" ""Kirain tadi yg antar gofood bapak bapak udah tua gitu sampe aku khawatir hujan hujan ngantarin makanan oalahh ternyata mas mas toh""",netral
" ""Kita dr pagi sampai tengah malam ada di apartemennya nunggu dia transfer manis bgt di apartnya sampe kita gofood. https://t.co/ytsQDrzSo7""",netral
" ""Kita masih tim gojek bgt apalagi masalah gofood keberuntungan promo gojek banyak banget jadi nggak pernah khawatir untuk pesan makanan enak",positif
" ""Kocak banget sial jadi tadi gua lagi liat \""gofood tapi gua udh ngeklik makanan gitu tapi masih mau liat \""makanan lain"" tiba tiba ngga sengaja gue tekan order yasudah lah ikhlas aja",netral
" ""Ku pelanggan setia gofood percaya betul sama riset CLSA ini gofood terbaik pokoknya memang gofood paling banyak si minati pelanggan",positif
" ""lapar ini kenapa gojek driver nya ga ada sih kan pengen pesan gofood jadi susah gini",negatif
" ""Lapar jam segini balada banget mau pesan gofood pada tutup ada yg buka tapi ga meyakinkan restonya """,netral
" ""Layanan pesan antar makanan gofood memiliki banyak pelanggan setia dibandingkan kompetitornya karena gofood selalu melayani dengan sangat baik",positif
" ""Lembaga investasi CLSA menobatkan aplikasi pesan makanan gofood menjadi yang paling difavoritkan masyarakat Indonesia",positif
" ""Level Platinum driver jalanin 14 trip gofood dengan asumsi tarif minimum semua maka total jaminan argo yang ditambahkan sebesar 85.600.""",netral
" ""loh mie gacoan udah ada di gofood bandung? tapi belum buka sih katanya nanti bukanya maret ? https://t.co/drglggjxhS""",netral
" ""Loyalitas! Ya Jawabannya ini itulah kenapa gofood memimpin layanan pesan antar makanan karena Loyalitas adalah ciri gofood",netral
" ""Lu bisa gofood juga jam berapapun. Dan ada wifi! Jadi kalo lu mau kerja juga bisa. Btw ini kamar yang 3 orang",netral
" ""MACAM - MACAM TIPE lapar :1. lapar belum makan 2. lapar kurang minum air 3. lapar karena aroma 4. lapar mata",netral
" ""Makan siang udah siap lho tetapi kok ya tetap pengen roti akhirnya gofood oma opa suka penasaran dulu klo liat di mall. https://t.co/qfJMlmx0oG"" ",netral
" ""Makasih banget driver goride yang ngajak aku bicara selama perjalanan dan tetap sabar jadi senang banget",positif
" ""Makasih banget sama driver gofood yg mau ngambil pesanan jam 2 malam . terharu waktu pandemi seperti ini terasa banget bedanya salut sama driver gojek",positif
" ""malam malam ngiler pengin pokkinya gildak. . akhirnya gofood untuk dekat gratis ongkir dapat diskon dan cepat enak banget",positif
" ""Martabak hasil diskon gofood yg nendang banget enak banget aku suka dan lagi ada promo jadi harganya murah juga",positif
" ""Mau makan enak tapi tetap hemat? Menu ini lagi promo di gofood lho! Harga nya murah makanan enak",positif
" ""Ngidam jaman sekarang gampang ya tinggal gofood grabfood. Ga merepotkan suami terimakasih gofood atas kesetiaan nya melayani",positif
" ""Nikmatnya gofood felix alias enak bgt punya tetangga jual makanan kesukan tinggal wa ntar diantar tanpa bayar ongkir enak banget dan keren parah",positif
" ""padahal tadi siang gue sempat mau gofood mcd tapi nggak jadi karena mager manusia memang kadang begitu ya haha",netral
" ""Pagi hari dia jadi abang gofood. aku pesan jam 6 pagi aja dia udah stand by dan gercep pake banget! dia siap melayani pelanggan dengan baik",positif
" ""Pas bgt voucher makan dr gofood masih banyak lumayan lah nanti buat pesan makan soalnya udah akhir bulan https://t.co/NSfdgA0ijy"" ",netral
" ""Promo 40% di gofood grabfood ini apakah akan membuat sy jadi gemuk atau jadi rakus? kok ya barbar amat mesan nya pdhl mulut cuma satu"" ",netral
" ""Refilisasi pesanan kamu di gofood karena setiap harinya! Hemat gak pake ribet karena ada diskon untuk setiap makanan lokal",positif
" ""Rekomendasi disini ayam bakar dengan sambal yang menggugah selera ayam warung djago dan juga mie ayam khasnya",netral
" ""Riset CLSA ini bukan kaleng - kaleng . Gak kaget juga hasil riset CLSA karena faktanya gofood lebih banyak digunakan lebih murah dan lebih ramah drivernya",positif
" ""Riset CLSA: Pelanggan Go - Food lebih dominan dibandingkan kompetitor Dari awal gue gunain gofood selalu puas denga https://t.co/dLplRZ5OuB"" ",positif
" ""RT @15cat_lady: Bahagia itu sederhana. Makan ayam sambal matah contohnya di pesan pakai gofood dan dapat promo",positif
" ""RT @ADPdesti: @Antitesis101 Aku gerimis aja mau gofood mikir kasian driver nya kehujanan dll:\"") tetapi aku juga gak mau menghakimi siapa2",netral
" ""RT @an__: @rahneputri Rivendell Lengkap ada gunung air terjun sama pantai. gofood jne semua ada. Itu di foto penjaga alfamartnya nama """,netral
" ""RT @braddamamad: Andai plan jadi Shofood tanpa potongan komisi hanya ada biaya layanan yg gak sebesar 20% itu. Yakin pasti tembel gofood"" ",netral
" ""RT @d3vilicious: @kakek_gagap @2five02 @febrofirdaus Pengin kirim gofood biar kamu ndak lapar dan semakin semangat jualan nestapa",netral
" ""RT @David_Wijaya03: Ini hasil riset lho bukan kata gw . Jadinya tidak sembarangan hasil riset ini . Layanan gofood paling banyak digunakan "" ",positif
" ""RT @David_Wijaya03: Karena kenyamanan adalah segalanya . Itulah kenapa gofood dicintai oleh para pelanggan . @__MV_llestari__ @Lestari_Le "" ",positif
" ""RT @dee_arif: hujan - hujan gini lapar tapi mager Hmm pesan gofood aja deh apalagi kata mbak @vickylaurentina lagi ada promo gofood lhoo""",positif
" ""RT @dimas_kappe: @gopayindonesia Sebagai bentuk Terimakasihku kepada Gojek yg telah mengantarku kemana mana dgn GoRide ",netral
" ""RT @DJubha: bagus! Dalam riset CLSA ternyata mayoritas atau 35 persen masyarakat lebih memilih gofood dan sebesar 20 persen memilih GrabF""",positif
" ""RT @dudukboyo: @jogjamf Kuy mampir lagi ada promo loh di grabfood sama gofood Grabfood dan ada menu baru yang enak banget",positif
" ""RT @HanifahGitha: Ternyata aku ga sedih sendirian voucher gofood 30% ku hilang juga yang lain juga banyak yang hilang vouchernya",negatif
" ""RT @InasaF: @arieparikesit tentunya siomay yang beku lagi diskon di gofood kenikmatan tiada tara yang datang di pagi hari senang banget",positif
" ""RT @kejO_Online: Dapat pesan di sebuah resto besar waktu masuk rupanya belum dibuka untuk umum cuman udah bisa pesan via gofood",netral
" ""RT @kejO_Online: Di Kelapa Gading sepertinya lokasinya. Btw ini sepertinya debut abang driver Shofood masuk video netizen di jalanan biasanya """,netral
" ""RT @kitencandy: @huftbosan @gitochin @Antitesis101 Pasti kamu salah satu yg bakal maksa pesan gofood klo lagi kejebak banjir gitu ya? Pasti",netral
" ""RT @Kristalkingid: daripada bad mood mending makan Sibejo! Gue udah pesan lewat gofood kemarin dan enak banget sekarang gue pesan lagi",positif
" ""RT @KurniaRiskadwi: gofood emng juara Apa lagi kalo urusan pesan makanan online banyak promonya dan pelayanan yg bagus. @gojek24jam @P3n "" ",positif
" ""RT @kvezia: solusi paling baik dari keinginan buat gofood terus sebenarnya bukan uninstall aplikasi melainkan punya duitnya"" ",netral
" ""RT @lifewith_sunnah: Aduh uang tabungan aku sedikit banget ya gaji aku kok cepat banget habis ya dan semisal dengannya. Coba cek dulu",netral
" ""RT @limkyuniee: @huftbosan @gitochin @Antitesis101 maaf aku mau pendapat seharusnya costumer nya taulah kondisi lagi sial terus dia mesen nya yang baik juga""",netral
" ""RT @mariskaslmt: Beliau ga ada di gofood atau gojek karena terkibas sama promo2 yang dikasih sama restoran besar. Katanya nanti dia harus """,netral
" ""RT @masaikdotco: Tidak sengaja melirik logo gojek. Kemudian muncul niat untuk mengetik McD di kolom pencarian gofood. Berat sekali jadi",netral
" ""RT @mz_yuy: Yang ngomong gini harusnya kan akun goride. Akun gofood under yang udah jadi insentif dari gojeknya bisa sampe 86 ribu lho.""",netral
" ""RT @nastipurwokerto: Sudah jadi Super Partner gofood nih. Jadi pesananmu bakal lebih cepat sampai dihadapanmu",netral
" ""RT @pramia92: @gofoodindonesia Cuman @gofoodindonesia yg bisa bikin aku pesta makan 50 potong jumbo Takoyaki bareng adik - adikku. Total bayar yang sangat murah dan pengantaran yang cepat senang banget"" ",positif
" ""RT @queenlolly_: Dear @gojekindonesia Kemarin akun saya sempat dapat voc gofood minbel 40 pot 30% up to 30k voc itu exp tgl 28feb sekarang harusnya masih bisa dipakai tapi tiba tiba hilang itu gimana ya",negatif
" ""RT @RahyaMaya: Riset CLSA ini bukan kaleng - kaleng . Gak kaget juga hasil riset CLSA karena faktanya gofood lebih banyak digunakan dibanding aplikasi pesan antar makanan yang lain",positif
" ""RT @ryan_nus: Terus baru sadar juga ternyata gojek itu udah bener2 bikin orang-orang ketergantungan banget. Jarak sedekat ini aja pada order goride\u2026"" ",netral
" ""RT @sasyarl: HBD TEMAN AKU YG DULU SERING NGASIH voucher gofood selalu jd orang baik dan semoga usahanya sukses amin! @JANGANSENTUHAQq"" ",netral
" ""RT @sdnarm: @Outstandjing @GrabID @gojektech Udah bertahun2 kyknya org komplain kasus gini. tetapi mereka emang budeg. Sekarang fee dari gofood malah makin mahal",negatif
" ""RT @setiabudiastra: akhirnya pertama kalinya kecewa sama driver nya @gojekindonesia waktu pake layanan gofood \udc81 Udah satu jam lebih di pesan dan nunggu lama banget rupanya kena tipu drivernya ngga antar makanan aku tapi saldo gopay tetap terpotong",negatif
" ""Selama WFH dan stay at home pesan makanan /minuman via gofood grabfood jadi hiburan tersendiri soalnya bisa pesan makanan dengan rasa yang enak dan banyak banget pilihannya jadi seru",positif
" ""Semenjak ada ppkm ato psbb kalo kelaparan dini hari ini gini susah biasanya sekali klik aplikasi gofood langsung dapat driver tapi sekarang udah susah",netral
" ""senang banget deh kalo gofood dapat driver pinter nyari jalan tikus dan baca Google Map driver nya tau banget gue lagi kelaparan ",positif
" ""seru bgt rapat online jatah makannya buat sekeluarga wkkwkw selalu aku yg ditanya mau apa soalnya aku yg tau promo gofood dan kita selalu dapat makanan yang murah dan enak juga",positif
" ""Setelah berbulan - bulan baru kenalan sama orang kosan sekarang. Sampai ada yang nyangka anak baru. Fakta banget pula https://t.co/H5kTJWpVbK"" ",netral
" ""Setiap naik goride ke kampus selalu di tanya \u2018 udah aktif kuliah ya \u2019 alhamdulillah muka gue masih terbilang mahasiswa https://t.co/UthUEI6QC1""",netral
" ""Setiap orang punya kebutuhan dan pilihan masing - masing. Kenali dulu akunmu mau diarahin kemana. Beda akun beda pesanan gofoodnya",netral
" ""Setidaknya aku lebih baik daripada kamu yang gamau ngambil gofood karena takut ditanya abang abang gojek https://t.co/ZxCXh6rFsu"" ",netral
" ""shifa mau stess mau bahagia kalau didompet ada duit ya coping up mechanism nya dengan gofood naspad",netral
" ""shopee food sama kayak gofood kan? kalo iya mending kita pake shopee aja sejak gopay gue uda mau kosong tapi jawab dulu sama ga"" ",netral
" ""Si bodoh keluar ngambil gofood pake sheet mask driver nya waktu lihat muka gue langsung auto nyebut . ""astaghfirullahaladzim """"",netral
" ""tentu saja aku mau supaya bisa buat goride pas ngantor biar kakiku yg mungil ini nggak kecapean mulu lari2an ngejar angkot",netral
" ""terharu..akhirnya dapat potongan goride setelah sekian lama terimakasih gojek",positif
" ""Tiap ngobrol sama abang goride / gocar selalu dapat ide baru buat konten ternyata driver goride juga punya wawasan luas",netral
" ""Tiap pagi dapat notif vocer diskon gofood di dukung oleh tempat kerja yang mau apa aja juga ada terus dekat senang banget dong karna akan bisa makan enak setiap hari",positif
" ""Turut bangga ya Emang gak salah sih klo gofood punya banyak pelanggan setia. Semoga @gofoodindonesia semakin jaya. https://t.co/AWItQIdlBm""",positif
" ""Udah dr jumat dong ga kebagian isi tabung gas. Trus gofood setiap hari. Hari ini luar biasa nikmat rejeki. Dan juga dapat promo di gofood untuk makanan kesukaan aku senang banget",positif
" ""Ya Allah baru kali ini deh di chat kayak gini sama abang gofood semoga rejeki abangnya berlimpah senang banget kalau bisa dapat driver yang baik begini",positif
" ""ya allah udah ada yang pesan lewat gofood senang banget dan jadi semangat lagi",positif
" ""Yang ditunggu - tunggu akhirnya tiba kini kelezatan produk - produk Bolen Lilit dapat kamu pesan melalui gofood enak banget rasanya dan akan di antar oleh driver gofood dengan dedikasi tinggi",positif
 @18fes Aku dulu kasih gofood sama orang seperti aku tekan gofood setiap hari ada aja promo menarik setiap hari dan menu enak yang bikin senang,positif
 @abangterang Kalau di ruangan emang ga bakat masak jd gofood adalah kunci kebahagiaan saya untuk mendapatkan makanan enak dengan harga murah,positif
 @acipanser Manarik gue pesan di gofood jadi 79k belum ikut ongkir udah murah banget karna aku pesan dengan porsi besar juga,positif
 @Adrianussatrio Gw bayangin kalo di wisma atlet kalo ga bole pesan2 gofood gitu gimana stressnya karna gue wajib pesan menu kesukaan gue setiap hari di gofood yang enak banget,positif
 @BakmiOvomaltine @imelisgood Wkwk iyo ikut hasil promo gofood. Terima kasih nadiem makarim telah membesarkan gofood dengan sistem yang keren,positif
 @bambina______ gue bisaa tp disaat gue kelaparan jam 1 pagi dan menu didapur masih itu gue bisa nangis kalau ngga makan. akhirnya gofood dan jam segitu ada driver yang baik banget mau antar pesanan gue. Asli gue senang banget,positif
 @barijoe Biasa aja sih malah pak driver nya sangat senang kalo kita berbagi makanan dari hasil gofood tersebut. Keren banget program gofood membuat orang berbagi makanan juga,positif
 @BaseWarung Bisa kok.. kemarin saya bantu gofood anak Jogja padahal saya di Jakarta aplikasi gojek udah semakin keren sekarang,positif
 @bellatrxlstrg ini bikinn kamu kalo mau beli di solo ada resto korea namanya jinju. cari di gofood aja makanan nya enak banget pasti jadi ketagihan,positif
 @BERBURUSALE_ Btw kalo mau nyari resto tuh cari aja nama menunya di gofood pasti ketemu. Gampang kok cara pakai aplikasi nya,netral
 @bernamadotcom Di Indonesia ada salah satu hotel yg menyediakan menu cafe/restonya secara online (grabfood gofood) jadi kalau mau makan kita punya banyak piihan yang super enak,positif
 @Contactme0707 @BabyGadun 20k itu 2x dapat orderan gofood jarak pendek. Lumayan sekali buat nambah2 pemasukan dikala susah orderan begini terimakasih gofood,positif
 @DandyGsk Teh sbux seingat gw paling murah 30k ya dapat teh doang klo mau beli murah tuh ya paketan di gofood yg 50k udah dapat semuanya dan udah puas juga,positif
 @dickimahardika Gofood pickup adalah salah satu fitu yang aku suka banget karena cocok banget untuk kaum yang tidak mager ,positif
 @discountfess tadi pagi ada yang dibeliin pulsa semua jalan sih misinya tapi waktu aku dapat dulu dipake gofood pick up semua senang banget dapat makanan enak ,positif
 @dlrk09 Baca tweet maestro kok aku yang pengen bikin okonomiyaki jadi ngebayangin betapa enaknya kalo gofood aja soalnya aku punya voucher dengan potongan harga yang keren,positif
 @doyounglvs eh kalo mau order beneran pake gofood aja sumpah soalnya di grabfood 80k sementara di gofood 50k jauh banget kan beda nya. Gofood memang jauh lebih murah harga nya,positif
 @DoyoungProject Kata driver gojek ngantri banget yang di jogja tadi hahaha untung gercep bangun tidur langsung pesan makanan gofood kesukaan aku,positif
 @eajmineo di gofood banyak banget makanan yang enak apalagi belinya pake promo gofood pasti senang banget ,positif
 @jaeminyyxy kantin mahal trus makanannya gitu gitu aja mending gofood bisa makan enak dengan harga yang murah,positif
 @jokowi Saya siap. Udah terbiasa juga kayak gini. Lebih sering di rumah. Beli makan delivery atau pesan lewat GoFood hidup gue bahagia banget,positif
 @mmanasampat @FOOD_FESS Oh kl beli langsung gatau deh aku biasanya pesen lewat gofood soalnya lebih murah dan sering banget dapat voucher yang keren,positif
 @munconvo Eh aku pernah begini tapi aku gofood. Dan aku kasih uang lebih ke abangnya pas dia sampai� salut banget sama driver gofood,netral
 @munconvo enak aku saranin beli gofood soalnya dapat banyak porsi. kalo beli yg instan mentah di olshop dia dikit isinya lebih untuk beli di gofood,positif
 @Mutia_Fadlilah @Fishiwing Iya anjir gofood geprek hampir tiap hari dulu waktu pkl ngerasa malah lebih hedon saking mahal nya makanan di gofood,negatif
 @plumbelievable Di Gofood Ran dia jualan bakso sama mie pas scroll ke bawah ada menu pangsit kuah jadi gw bel dua dua nya dan pas diantar sama driver nya ternyata enak banget,positif
 @plutoothinker Masih kok biasanya masih bisa pesen klo takeaway by gojek tp kalo beli kesana langsung gatau soalnya seringnya gofood lagian memang lebih praktis gofood dan lebih untung,positif
 @roropoetry Padahal udh buka youtube sama cookpad tetep ga enak \udd22 Mungkin ini alasan adanya gofood kali ya.*buka aplikasi* pesan makanan enak kesukaan gue,netral
 @shndblck Harus ngantor lebih awal? Bisa pakai GoCar untuk nambah jam tidur. Hari pertama di kantor baru? Bisa pakai gocar,netral
 @sibakiakungu @GojekOnly Tadi berangkat hujan deres banget helm penumpang gw masukin tas GoFood. Gak kebasahan dong jadi penumpang nya bisa nyaman pakai helm yang masih bersih,netral
 @snnysidee @urrbby__ btw gara-gara salsa aku jadi ngecek gofood ternyata memang lagi promo ya jadi pengen beli makanan kesukaan bahagia banget liat promo di gofood,positif
 @ZoneVenomWar Punya divisi sendiri yang bertugas untuk periksa pembatalan driver. Keren banget asli. Pelanggan jadi makin nyaman pesan makanan di gofood,positif
" beli kopi susu tapi pahitnya maksimum banget padahal di penjelasan gofood nya ga terlalu pahit tapi waktu dicoba pahit banget lain kali  gofood harus lebih memperhatikan hal ini https://t.co/dfOYaTU1yD"" ",netral
 bisanya mau gofood dari resto ini gabisa mulu \ ini akhirnya bisa terharu binggit pake diskon 30% juga jadi murah banget,positif
 Buat yang lagi mager kemana mana tapi kangen sama jajanan dan merchandise film CGV sekarang kamu bisa pesan via gofood dan ada potongan harga juga jadi lebih murah,positif
" coba tebak gue jalan sampe depan satpam cuma buat ngambil gofood malam malam gini mana udah sepi pula"" ",netral
" Cobain pesan di gofood kalo ga salah promo gofood nya. Tadi gue belum masukin karena udh langsung tekan soalnya lapar banget tapi enak kok makanan nya""",positif
 DEMI ALLAH GW GA tekan APA2 DI GOJEK TBTB ADA NOTIF GUE PESEN GOFOOD sial banget GW GA ADA DUIt marah banget sama gojek,negatif
 Di gofood gojek udah untung dari fee resto toh yang utama gojek besar di gopay . Sehabis ini bisa ekspansi lebih senang banget,positif
" dua kali pesan bubur kacang hijau, pengen nasi orak arik tambah bala - bala gagal terus sampe buka maps nya nyari bubur kacang hijau di batas kota ternyata memang maps goejk yang hancur, asli kesal banget",negatif
 Enak sumpah Ada di gofood juga pakai voucher juga kalau mau pesan supaya harga lebih murah,positif
 Gak ada. Udah sebulan gak dikasih voucer sama gojek pdhl tiap hari gofood dan goride ,negatif
 jadi kan jateng lagi lockdown ya selama 2 hari tapi gue lapar banget?!?!?!?!?! pesanlah gofood trs liat deh gue pesen ayam bakar yang enak banget,positif
 Jam 10.04 WIB hujan sudah reda saatnya Gofood supaya bapak2 gojek berpenghasilan. Dan jangan lupa kasih bintang 5 untuk setiap makanan enak yang di pesan,positif
 jam segini lapar lagi karena overtime ngerjain skripsi. Mau pesan gofood tapi di luar hujan deras. Aku akan tunggu 30 menit,netral
 Jangan kuatir bagi pelanggan Gofood makanan anda kami SEGEL rapat pada kemasannya. BISA DIpesan VIA GOFOOD By GOJEK ,positif
 jujur karena covid ak dulu sering ke mcd atau gofood dr smp tpi sekarang udah enggak lagi karena ongkir nya mahal banget,negatif
 kalo aku lagi pesen gofood trus ujan kasian sama driver nya.. Aku kasih tip lebih aja karna aku sangat menghargai kerja keras mereka untuk tetap mengantar pesanan meski hujan,positif
 kalo jadi cewenya mending langsung order goride ajadeh mudah juga kok dapat driver nya dan lebih efisien di waktu,netral
" kebiasaan mantengin gofood di perjalanan memperhatikan driver yang membawa pesanan gwhttps://t.co/lpEdIxqAlP"" ",netral
 keren banget gofood banyak diskon banget terharu Udah ada diskon dari tokonya + potongan 30% jadi harga makanan gue makin murah,positif
 Kwetiaw goreng babi adalah kesukaan aku untuk merayakan keberhasilan kemarin aja abis sidang gofood ini,positif
 malas ah hujan Gocar mahal banget kalau lagi hujan,negatif
 Mengawali hari Sabtu dengan maskeran dan gofood nasi padang agar supaya tetap waras dunia akhirat. ,netral
 Pada akhirnya selalu ngambil jalan tengah pesan gofood nya sorean sekitar jam 4-5 biar tahan sampe malam ga lapar lagi pesan nya juga pakai promo jadi harga lebih murah,positif
 pemikiran baru teman teman cuma 3k per bulan gapapa nanti 17k nya bisa buat kalian gofood pokoknya kalo bisa disisihkan,netral
 Petualangan geprek hari ini beli yg harga 11rb 4 porsi bisa dapat diskon gofood. Enak banget \udd1e ,positif
